test_index,index,label,shape_id,section_type,start_char,end_char,cells,text,top,left,right,bottom,width,height,slide_height,slide_width
20,04.01.04.19,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.04.20,"Arrow / connector","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.04.21,"Callout","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.05,"Header","[""76.0.0""\, ""76.1.0""\, ""76.2.0""\, ""76.3.0""]",col,,,"[""0.0""\, ""1.0""\, ""2.0""\, ""3.0""]"," Credit application(Only needed for new vendors selling on credit) Vendor creation(Only needed for new vendors) P2P",66.18,66.0,178.09,349.32,112.09,283.14,405.0,720.0
20,04.01.06,"External Endpoints","[""76.0.1""\, ""76.1.1""\, ""76.2.1""\, ""76.3.1""\, ""34""\, ""73""\, ""169""\, ""128""\, ""130""\, ""57""]",col,,,"[""0.1""\, ""1.1""\, ""2.1""\, ""3.1""]","External Endpoints   ",66.18,178.09,305.98,349.32,127.89,283.14,405.0,720.0
20,04.01.06.01,"Process - external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.06.02,"Process - external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.06.03,"Process - external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.06.04,"Process - external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.06.05,"Process - external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.06.06,"Process - external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07,"SAP","[""76.0.2""\, ""76.1.2""\, ""76.2.2""\, ""76.3.2""\, ""83""\, ""85""\, ""116""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""67""\, ""69""]",col,,,"[""0.2""\, ""1.2""\, ""2.2""\, ""3.2""]","SAP   ",66.18,305.98,396.32,349.32,90.34,283.14,405.0,720.0
20,04.01.07.01,"Arrow / connector","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.02,"Arrow / connector","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.03,"Arrow / connector","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.04,"Arrow / connector","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.05,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.06,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.07,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.08,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.09,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.07.10,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.08,"Other systems","[""76.0.3""\, ""76.1.3""\, ""76.2.3""\, ""76.3.3""\, ""99""\, ""113""]",col,,,"[""0.3""\, ""1.3""\, ""2.3""\, ""3.3""]","Other systems   ",66.18,396.32,507.47,349.32,111.15,283.14,405.0,720.0
20,04.01.08.01,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.08.02,"Callout","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.09,"Manual / Excel","[""76.0.4""\, ""76.1.4""\, ""76.2.4""\, ""76.3.4""\, ""66""\, ""68""]",col,,,"[""0.4""\, ""1.4""\, ""2.4""\, ""3.4""]","Manual / Excel   ",66.18,507.47,604.95,349.32,97.48,283.14,405.0,720.0
20,04.01.09.01,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.09.02,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.01.10,"TBD","[""76.0.5""\, ""76.1.5""\, ""76.2.5""\, ""76.3.5""\, ""71""]",col,,,"[""0.5""\, ""1.5""\, ""2.5""\, ""3.5""]","TBD   ",66.18,604.95,684.0,349.32,79.05,283.14,405.0,720.0
20,04.01.10.01,"Process - no external endpoint","[""76""\, ""83""\, ""85""\, ""37""\, ""34""\, ""73""\, ""79""\, ""169""\, ""174""\, ""116""\, ""9""\, ""127""\, ""128""\, ""130""\, ""131""\, ""142""\, ""62""\, ""63""\, ""64""\, ""65""\, ""66""\, ""67""\, ""68""\, ""69""\, ""71""\, ""57""\, ""99""\, ""75""\, ""113""]",shape_group,,,"","Vendor: Invoice generation\
\
\
Vendor: PO receipt\
\
\
Vendor: Payment receipt\
\
\
Vendor: Credit app. processing \
\
\
Vendor: Credit app. approval \
\
\
Invoice receipt\
\
\
PO generation\
\
\
Payment approval\
\
\
PR generation \
\
\
Approval notice\
\
\
Invoice verification\
\
\
Credit application \
\
\
PO approval\
\
\
Vendor creation\
\
\
3PL: RM receipt & storage conf.\
\
\
PR generation (on GHQ)\
\
\
Only needed for OpEx (on Day 1)",66.18,66.0,684.0,349.32,618.0,283.14,405.0,720.0
20,04.02,"Process - external endpoint","[""128""]",individual_shape,,,"","Vendor: Credit app. processing",101.4,181.95,302.12,113.13,120.17,11.73,405.0,720.0
20,04.03,"Process - no external endpoint","[""68""]",individual_shape,,,"","Credit application",101.4,513.01,592.21,112.58,79.2,11.18,405.0,720.0
20,04.04,"Arrow / connector","[""127""]",individual_shape,,,"","",106.99,302.12,513.01,107.26,210.89,0.28,405.0,720.0
20,04.05,"Process - external endpoint","[""130""]",individual_shape,,,"","Vendor: Credit app. approval",125.4,180.0,295.45,139.04,115.45,13.64,405.0,720.0
20,04.06,"Process - no external endpoint","[""66""]",individual_shape,,,"","Approval notice",125.4,513.01,592.21,136.58,79.2,11.18,405.0,720.0
20,04.07,"Arrow / connector","[""131""]",individual_shape,,,"","",130.99,295.45,513.01,132.22,217.56,1.23,405.0,720.0
20,04.08,"Process - no external endpoint","[""71""]",individual_shape,,,"","Vendor creation",159.15,607.89,679.89,170.33,72.0,11.18,405.0,720.0
20,04.09,"Process - no external endpoint","[""99""]",individual_shape,,,"","PR generation (on GHQ)",189.52,405.19,505.99,200.69,100.8,11.18,405.0,720.0
20,04.10,"Arrow / connector","[""75""]",individual_shape,,,"","",195.1,350.0,405.19,202.91,55.19,7.81,405.0,720.0
20,04.11,"Callout","[""113""]",individual_shape,,,"","Only needed for OpEx (on Day 1)",199.96,400.14,485.54,226.61,85.4,26.66,405.0,720.0
20,04.12,"Process - no external endpoint","[""65""]",individual_shape,,,"","PR generation",202.91,310.4,389.6,214.09,79.2,11.18,405.0,720.0
20,04.13,"Arrow / connector","[""116""]",individual_shape,,,"","",214.09,350.0,350.0,223.65,0.0,9.56,405.0,720.0
20,04.14,"Process - no external endpoint","[""63""]",individual_shape,,,"","PO generation",223.65,310.4,389.6,234.83,79.2,11.18,405.0,720.0
20,04.15,"Arrow / connector","[""142""]",individual_shape,,,"","",234.83,350.0,350.0,243.58,0.0,8.75,405.0,720.0
20,04.16,"Process - external endpoint","[""73""]",individual_shape,,,"","Vendor: PO receipt",243.58,191.21,295.45,257.97,104.24,14.39,405.0,720.0
20,04.17,"Process - no external endpoint","[""69""]",individual_shape,,,"","PO approval",243.58,310.4,389.6,254.76,79.2,11.18,405.0,720.0
20,04.18,"Arrow / connector","[""79""]",individual_shape,,,"","",249.17,295.45,310.4,250.77,14.95,1.61,405.0,720.0
20,04.19,"Process - external endpoint","[""34""]",individual_shape,,,"","Vendor: Invoice generation",275.83,191.21,295.45,285.52,104.24,9.69,405.0,720.0
20,04.20,"Process - no external endpoint","[""62""]",individual_shape,,,"","Invoice receipt",275.83,310.4,389.6,287.01,79.2,11.18,405.0,720.0
20,04.21,"Arrow / connector","[""37""]",individual_shape,,,"","",280.68,295.45,310.4,281.42,14.95,0.74,405.0,720.0
20,04.22,"Arrow / connector","[""85""]",individual_shape,,,"","",287.01,350.0,350.0,307.64,0.0,20.64,405.0,720.0
20,04.23,"Process - external endpoint","[""57""]",individual_shape,,,"","3PL: RM receipt & storage conf.",297.22,196.61,300.85,305.32,104.24,8.11,405.0,720.0
